geoid,name,link,csa
31000US47660,"Warrensburg, MO","http://en.wikipedia.org/wiki/Warrensburg,_MO_Micropolitan_Statistical_Area",312
31000US35300,"New Haven-Milford, CT","http://en.wikipedia.org/wiki/New_Haven-Milford,_CT_Metropolitan_Statistical_Area",408
31000US34140,"Moscow, ID","http://en.wikipedia.org/wiki/Moscow,_ID_Micropolitan_Statistical_Area",446
31000US34780,"Muskogee, OK","http://en.wikipedia.org/wiki/Muskogee,_OK_Micropolitan_Statistical_Area",538
31000US22340,"Fitzgerald, GA","http://en.wikipedia.org/wiki/Fitzgerald,_GA_Micropolitan_Statistical_Area",
31000US20780,"Edwards, CO","http://en.wikipedia.org/wiki/Edwards,_CO_Micropolitan_Statistical_Area",233
31000US34540,"Mount Vernon, OH","http://en.wikipedia.org/wiki/Mount_Vernon,_OH_Micropolitan_Statistical_Area",198
31000US23580,"Gainesville, GA","http://en.wikipedia.org/wiki/Gainesville,_GA_Metropolitan_Statistical_Area",122
31000US26500,"Huntingdon, PA","http://en.wikipedia.org/wiki/Huntingdon,_PA_Micropolitan_Statistical_Area",
31000US34660,"Murray, KY","http://en.wikipedia.org/wiki/Murray,_KY_Micropolitan_Statistical_Area",
31000US20660,"Easton, MD","http://en.wikipedia.org/wiki/Easton,_MD_Micropolitan_Statistical_Area",548
31000US23620,"Gainesville, TX","http://en.wikipedia.org/wiki/Gainesville,_TX_Micropolitan_Statistical_Area",206
31000US24020,"Glens Falls, NY","http://en.wikipedia.org/wiki/Glens_Falls,_NY_Metropolitan_Statistical_Area",104
31000US33100,"Miami-Fort Lauderdale-West Palm Beach, FL","http://en.wikipedia.org/wiki/Miami-Fort_Lauderdale-West_Palm_Beach,_FL_Metropolitan_Statistical_Area",370
31000US30880,"Logan, WV","http://en.wikipedia.org/wiki/Logan,_WV_Micropolitan_Statistical_Area",170
31000US35820,"North Platte, NE","http://en.wikipedia.org/wiki/North_Platte,_NE_Micropolitan_Statistical_Area",
31000US42620,"Searcy, AR","http://en.wikipedia.org/wiki/Searcy,_AR_Micropolitan_Statistical_Area",340
31000US17580,"Clovis, NM","http://en.wikipedia.org/wiki/Clovis,_NM_Micropolitan_Statistical_Area",188
31000US32260,"Marshalltown, IA","http://en.wikipedia.org/wiki/Marshalltown,_IA_Micropolitan_Statistical_Area",
31000US38220,"Pine Bluff, AR","http://en.wikipedia.org/wiki/Pine_Bluff,_AR_Metropolitan_Statistical_Area",340
31000US21180,"Elkins, WV","http://en.wikipedia.org/wiki/Elkins,_WV_Micropolitan_Statistical_Area",
31000US38340,"Pittsfield, MA","http://en.wikipedia.org/wiki/Pittsfield,_MA_Metropolitan_Statistical_Area",
31000US35940,"Norwalk, OH","http://en.wikipedia.org/wiki/Norwalk,_OH_Micropolitan_Statistical_Area",184
31000US45520,"The Dalles, OR","http://en.wikipedia.org/wiki/The_Dalles,_OR_Micropolitan_Statistical_Area",
31000US19820,"Detroit-Warren-Dearborn, MI","http://en.wikipedia.org/wiki/Detroit-Warren-Dearborn,_MI_Metropolitan_Statistical_Area",220
